Address,City,State,Zip_code,File Date,Neighborhood,Lat_long
4400 Block of 17th  Street,San Francisco,CA,94114,01/30/2013,Castro/Upper Market,"(37.7619169169886, -122.44377227898)"
2000 Block of Oak  Street,San Francisco,CA,94117,01/30/2013,Haight Ashbury,"(37.7710632916751, -122.453062881066)"
1100 Block of Lake  Street,San Francisco,CA,94118,01/29/2013,Inner Richmond,"(37.7863055533913, -122.471645601622)"
1400 Block of McKinnon  Avenue,San Francisco,CA,94124,01/28/2013,Bayview Hunters Point,"(37.7345016849861, -122.386986564103)"
100 Block of 3rd  Avenue,San Francisco,CA,94118,01/28/2013,Inner Richmond,"(37.7861064519616, -122.461488844206)"
600 Block of Hayes  Street,San Francisco,CA,94102,01/28/2013,Hayes Valley,"(37.7764132198632, -122.427099517756)"
4400 Block of 18th  Street,San Francisco,CA,94114,01/28/2013,Castro/Upper Market,"(37.7607142872197, -122.438806415851)"
400 Block of 19th  Avenue,San Francisco,CA,94121,01/24/2013,Outer Richmond,"(37.7794159427278, -122.478304609733)"
600 Block of 9th  Avenue,San Francisco,CA,94122,01/23/2013,Inner Richmond,"(37.7761584734754, -122.467084259779)"
3300 Block of Broderick  Street,San Francisco,CA,94123,01/23/2013,Marina,"(37.8011521483672, -122.444866754404)"
600 Block of 9th  Avenue,San Francisco,CA,94122,01/23/2013,Inner Richmond,"(37.7761584734754, -122.467084259779)"
300 Block of Madrid  Street,San Francisco,CA,94112,01/18/2013,Excelsior,"(37.7239745001256, -122.431102378394)"
0 Block of Short  Street,San Francisco,CA,94114,01/18/2013,Castro/Upper Market,"(37.7577310847276, -122.442772241428)"
700 Block of Broderick  Street,San Francisco,CA,94117,01/17/2013,Western Addition,"(37.7771070365516, -122.440003974402)"
4400 Block of 17th  Street,San Francisco,CA,94114,01/16/2013,Castro/Upper Market,"(37.7619169169886, -122.44377227898)"
1900 Block of 15th  Street,San Francisco,CA,94114,01/11/2013,Castro/Upper Market,"(37.7661763075695, -122.427142652694)"
2500 Block of Folsom  Street,San Francisco,CA,94110,01/03/2013,Mission,"(37.756502741143, -122.414395554401)"
500 Block of Capp  Street,San Francisco,CA,94110,01/03/2013,Mission,"(37.7579037625519, -122.417819318278)"
100 Block of 3rd  Avenue,San Francisco,CA,94118,01/03/2013,Inner Richmond,"(37.7861064519616, -122.461488844206)"
1000 Block of Pine  Street,San Francisco,CA,94109,01/02/2013,Nob Hill,"(37.7905137156964, -122.413080090072)"
3400 Block of Sacramento  Street,San Francisco,CA,94118,12/24/2012,Presidio Heights,"(37.7879259429509, -122.449490748525)"
2800 Block of Polk  Street,San Francisco,CA,94109,12/20/2012,Russian Hill,"(37.8029424621164, -122.423249729889)"
0 Block of Norton  Street,San Francisco,CA,94112,12/20/2012,Outer Mission,"(37.7249572697219, -122.435780282602)"
700 Block of Wisconsin  Street,San Francisco,CA,94107,12/19/2012,Potrero Hill,"(37.7585715946926, -122.399129213375)"
200 Block of Waterville  Street,San Francisco,CA,94124,12/17/2012,Bayview Hunters Point,"(37.7317261297816, -122.402236736641)"
400 Block of Hickory  Street,San Francisco,CA,94102,12/14/2012,Hayes Valley,"(37.7749088436503, -122.426794309387)"
300 Block of Church  Street,San Francisco,CA,94114,12/10/2012,Castro/Upper Market,"(37.7653146868663, -122.428811132219)"
1800 Block of Oak  Street,San Francisco,CA,94117,12/10/2012,Haight Ashbury,"(37.7715102069683, -122.449768153467)"
2500 Block of 24th  Street,San Francisco,CA,94110,12/10/2012,Mission,"(37.7530378503406, -122.404841972322)"
1600 Block of Funston  Avenue,San Francisco,CA,94122,12/07/2012,Inner Sunset,"(37.7569587054025, -122.470044126619)"
1800 Block of Scott  Street,San Francisco,CA,94115,12/06/2012,Pacific Heights,"(37.7868669462638, -122.438419381028)"
2400 Block of Moraga  Street,San Francisco,CA,94122,12/06/2012,Sunset/Parkside,"(37.7556192169391, -122.488926120341)"
900 Block of Vermont  Street,San Francisco,CA,94107,12/05/2012,Potrero Hill,"(37.7577159001777, -122.403454924654)"
2100 Block of Vallejo  Street,San Francisco,CA,94123,12/03/2012,Marina,"(37.7955938855576, -122.43265941375)"
2100 Block of Beach  Street,San Francisco,CA,94123,12/03/2012,Marina,"(37.8036530489041, -122.44444741173)"
300 Block of 24th  Avenue,San Francisco,CA,94121,12/03/2012,Outer Richmond,"(37.7830006443214, -122.483939035209)"
5500 Block of California  Street,San Francisco,CA,94121,11/30/2012,Outer Richmond,"(37.7841919715143, -122.476969127677)"
1300 Block of Hampshire  Street,San Francisco,CA,94110,11/20/2012,Mission,"(37.7505006433406, -122.407131211719)"
1600 Block of Page  Street,San Francisco,CA,94117,11/16/2012,Haight Ashbury,"(37.770887034876, -122.447955974943)"
2500 Block of 21st  Avenue,San Francisco,CA,94116,11/16/2012,Sunset/Parkside,"(37.7401634035058, -122.47756951627)"
300 Block of Bartlett  Street,San Francisco,CA,94110,11/14/2012,Mission,"(37.7513762989769, -122.419409557671)"
900 Block of Clayton  Street,San Francisco,CA,94117,11/14/2012,Haight Ashbury,"(37.7639371081197, -122.447310588711)"
1300 Block of Hampshire  Street,San Francisco,CA,94110,11/07/2012,Mission,"(37.7505006433406, -122.407131211719)"
2100 Block of Quesada  Avenue,San Francisco,CA,94124,11/02/2012,Bayview Hunters Point,"(37.7380740519621, -122.399915419179)"
0 Block of Norton  Street,San Francisco,CA,94112,10/29/2012,Outer Mission,"(37.7249572697219, -122.435780282602)"
0 Block of Grand view  Avenue,San Francisco,CA,94114,10/23/2012,Twin Peaks,"(37.7568060381307, -122.440614599934)"
3500 Block of 18th  Street,San Francisco,CA,94110,10/22/2012,Mission,"(37.7617303321253, -122.42200019864)"
400 Block of 45th  Avenue,San Francisco,CA,94121,10/17/2012,Outer Richmond,"(37.7804423129421, -122.506330072886)"
500 Block of 17th  Avenue,San Francisco,CA,94121,10/17/2012,Outer Richmond,"(37.777620201889, -122.476025856645)"
1700 Block of 25th  Avenue,San Francisco,CA,94122,10/16/2012,Sunset/Parkside,"(37.7548876607898, -122.483035971865)"
300 Block of Divisadero  Street,San Francisco,CA,94117,10/16/2012,Haight Ashbury,"(37.7726830914723, -122.437213804407)"
800 Block of Rhode Island  Street,San Francisco,CA,94107,10/15/2012,Potrero Hill,"(37.7590433306569, -122.401949185845)"
1500 Block of 8th  Avenue,San Francisco,CA,94122,10/10/2012,Inner Sunset,"(37.7594218893116, -122.464985351434)"
600 Block of 9th  Avenue,San Francisco,CA,94118,10/10/2012,Inner Richmond,"(37.7761584734754, -122.467084259779)"
2100 Block of Leavenworth,San Francisco,CA,94133,10/10/2012,Russian Hill,"(37.8008138659273, -122.417624695812)"
1500 Block of 8th  Avenue,San Francisco,CA,94122,10/10/2012,Inner Sunset,"(37.7594218893116, -122.464985351434)"
200 Block of 11th  Avenue,San Francisco,CA,94118,10/05/2012,Inner Richmond,"(37.7836341349541, -122.469908010819)"
1300 Block of Hampshire  Street,San Francisco,CA,94110,10/05/2012,Mission,"(37.7505006433406, -122.407131211719)"
1800 Block of Fell  Street,San Francisco,CA,94117,10/03/2012,Lone Mountain/USF,"(37.7727389079373, -122.448331268568)"
0 Block of Card  Alley,San Francisco,CA,94133,09/26/2012,Chinatown,"(37.7989461014327, -122.409191547356)"
1400 Block of 17th  Avenue,San Francisco,CA,94122,09/25/2012,Inner Sunset,"(37.7608577154739, -122.474858703325)"
700 Block of Capp  Street,San Francisco,CA,94110,09/24/2012,Mission,"(37.7546981165225, -122.417651428324)"
1300 Block of Filbert  Street,San Francisco,CA,94109,09/21/2012,Russian Hill,"(37.7997438210515, -122.421692980368)"
300 Block of Bright  Street,San Francisco,CA,94132,09/18/2012,Oceanview/Merced/Ingleside,"(37.7170320587533, -122.463600623527)"
100 Block of Maddux  Avenue,San Francisco,CA,94124,09/17/2012,Bayview Hunters Point,"(37.7330104842407, -122.399355590724)"
200 Block of 11th  Avenue,San Francisco,CA,94118,09/17/2012,Inner Richmond,"(37.7836341349541, -122.469908010819)"
900 Block of Minnesota  Street,San Francisco,CA,94107,09/12/2012,Potrero Hill,"(37.7591210189434, -122.390401159698)"
400 Block of Missouri  Street,San Francisco,CA,94107,09/11/2012,Potrero Hill,"(37.760658906471, -122.396413498972)"
100 Block of Palm  Avenue,San Francisco,CA,94118,09/11/2012,Presidio Heights,"(37.7825912218866, -122.457897014853)"
1700 Block of 7th  Avenue,San Francisco,CA,94122,09/07/2012,Inner Sunset,"(37.7557715404185, -122.463657106015)"
1000 Block of South Van Ness  Avenue,San Francisco,CA,94110,09/07/2012,Mission,"(37.7563716219888, -122.416574134901)"
30400 Block of Lily  Street,San Francisco,CA,94102,09/07/2012,Hayes Valley,"(37.7740811438059, -122.426634022591)"
1700 Block of 7th  Avenue,San Francisco,CA,94122,09/07/2012,Inner Sunset,"(37.7557715404185, -122.463657106015)"
0 Block of Saint Charles  Avenue,San Francisco,CA,94132,09/06/2012,Oceanview/Merced/Ingleside,"(37.713419923161, -122.46938788733)"
600 Block of 9th  Avenue,San Francisco,CA,94118,09/06/2012,Inner Richmond,"(37.7761584734754, -122.467084259779)"
600 Block of 9th  Avenue,San Francisco,CA,94118,09/06/2012,Inner Richmond,"(37.7761584734754, -122.467084259779)"
2500 Block of 46th  Avenue,San Francisco,CA,94116,09/05/2012,Sunset/Parkside,"(37.7389817889796, -122.504355407218)"
800 Block of Guerrero  Street,San Francisco,CA,94110,09/05/2012,Mission,"(37.7579622839983, -122.423559852269)"
3800 Block of 26th  Street,San Francisco,CA,94131,08/29/2012,Noe Valley,"(37.7485094430604, -122.425978677926)"
600 Block of 9th  Avenue,San Francisco,CA,94118,08/29/2012,Inner Richmond,"(37.7761584734754, -122.467084259779)"
2500 Block of 46th  Avenue,San Francisco,CA,94116,08/27/2012,Sunset/Parkside,"(37.7389817889796, -122.504355407218)"
600 Block of 9th  Avenue,San Francisco,CA,94118,08/27/2012,Inner Richmond,"(37.7761584734754, -122.467084259779)"
1700 Block of Grove  Street,San Francisco,CA,94117,08/17/2012,Lone Mountain/USF,"(37.7750328321215, -122.44544921355)"
200 Block of Chattanooga  Street,San Francisco,CA,94114,08/16/2012,Noe Valley,"(37.7525693951864, -122.426336372717)"
600 Block of Baker  Street,San Francisco,CA,94117,08/15/2012,Western Addition,"(37.7769128703963, -122.441514932469)"
500 Block of Oak  Street,San Francisco,CA,94102,08/09/2012,Hayes Valley,"(37.7743391857664, -122.428373303015)"
1600 Block of 12th  Avenue,San Francisco,CA,94122,08/09/2012,Inner Sunset,"(37.7573741528995, -122.468997774565)"
200 Block of Mangels  Avenue,San Francisco,CA,94131,08/08/2012,West of Twin Peaks,"(37.7330379022391, -122.443160971482)"
1400 Block of 31st  Avenue,San Francisco,CA,94122,08/08/2012,Sunset/Parkside,"(37.760202506479, -122.48971864964)"
1000 Block of Cole  Street,San Francisco,CA,94117,08/03/2012,Haight Ashbury,"(37.7644552064592, -122.449616643016)"
1700 Block of Beach  Street,San Francisco,CA,94123,08/03/2012,Marina,"(37.8041055261619, -122.438618931006)"
2100 Block of Golden Gate  Avenue,San Francisco,CA,94118,08/02/2012,Lone Mountain/USF,"(37.7777235909008, -122.445990045421)"
100 Block of Albion  Street,San Francisco,CA,94110,08/02/2012,Mission,"(37.7636452872369, -122.42266777388)"
2000 Block of San Jose  Avenue,San Francisco,CA,94112,08/01/2012,Outer Mission,"(37.7239471708497, -122.443848555284)"
1100 Block of Valencia  Street,San Francisco,CA,94110,07/30/2012,Mission,"(37.7545030899953, -122.420819132693)"
1400 Block of 27th  Avenue,San Francisco,CA,94122,07/30/2012,Sunset/Parkside,"(37.7603914238811, -122.485433789638)"
1400 Block of Union  Street,San Francisco,CA,94109,07/26/2012,Russian Hill,"(37.7986027833418, -122.423148601532)"
3200 Block of 16th  Street,San Francisco,CA,94103,07/23/2012,Mission,"(37.7648239670918, -122.424343783274)"
2700 Block of Greenwich  Street,San Francisco,CA,94123,07/19/2012,Marina,"(37.7977403336312, -122.444950921536)"
800 Block of Hampshire  Street,San Francisco,CA,94110,07/18/2012,Mission,"(37.7585039850955, -122.407899319971)"
800 Block of Sunnydale  Avenue,San Francisco,CA,94134,07/17/2012,Visitacion Valley,"(37.7102812751559, -122.409989365558)"
100 Block of Lexington  Street,San Francisco,CA,94110,07/16/2012,Mission,"(37.7609433606638, -122.420805121097)"
900 Block of Rhode Island  Street,San Francisco,CA,94107,07/13/2012,Potrero Hill,"(37.7577576238692, -122.401963524237)"
2900 Block of 21st  Street,San Francisco,CA,94110,07/13/2012,Mission,"(37.7573853252822, -122.413999387156)"
3100 Block of California  Street,San Francisco,CA,94115,07/09/2012,Presidio Heights,"(37.7872957720584, -122.446086570222)"
1800 Block of 44TH  Avenue,San Francisco,CA,94122,07/09/2012,Sunset/Parkside,"(37.7521215826847, -122.503266993207)"
300 Block of Chattanooga  Street,San Francisco,CA,94114,07/03/2012,Noe Valley,"(37.751362428546, -122.426360769247)"
500 Block of Chestnut  Street,San Francisco,CA,94133,07/03/2012,North Beach,"(37.8038310510092, -122.412205194331)"
2900 Block of 21st   Street,San Francisco,CA,94110,06/29/2012,Mission,"(37.7573853252822, -122.413999387156)"
600 Block of 22nd  Avenue,San Francisco,CA,94121,06/27/2012,Outer Richmond,"(37.7755191925464, -122.481110764918)"
2100 Block of Sutter  Street,San Francisco,CA,94115,06/26/2012,Pacific Heights,"(37.785826233606, -122.435748426487)"
1100 Block of Castro  Street,San Francisco,CA,94114,06/21/2012,Noe Valley,"(37.7524958842314, -122.434132293579)"
1600 Block of Newcomb  Avenue,San Francisco,CA,94124,06/20/2012,Bayview Hunters Point,"(37.735983999555, -122.390991751075)"
1700 Block of 38th  Avenue,San Francisco,CA,94122,06/20/2012,Sunset/Parkside,"(37.7542753324616, -122.49682821285)"
1100 Block of Alabama  Street,San Francisco,CA,94110,06/20/2012,Mission,"(37.7534815567471, -122.411110362482)"
1600 Block of Newcomb  Avenue,San Francisco,CA,94124,06/15/2012,Bayview Hunters Point,"(37.735983999555, -122.390991751075)"
0 Block of Carver  Street,San Francisco,CA,94110,06/15/2012,Bernal Heights,"(37.7425935633696, -122.409933119767)"
4300 Block of 17th  Street,San Francisco,CA,94114,06/11/2012,Castro/Upper Market,"(37.7620648087401, -122.443138717825)"
100 Block of Balceta  Avenue,San Francisco,CA,94127,06/07/2012,West of Twin Peaks,"(37.7455466912881, -122.458040346106)"
4700 Block of 19th  Street,San Francisco,CA,94114,06/07/2012,Castro/Upper Market,"(37.7588499023699, -122.442578003003)"
2200 Block of Francisco  Street,San Francisco,CA,94123,06/06/2012,Marina,"(37.8009627576601, -122.442190212598)"
200 Block of 17th  Avenue,San Francisco,CA,94121,06/06/2012,Outer Richmond,"(37.7833354998091, -122.476440776401)"
2000 Block of 23rd  Street,San Francisco,CA,94107,06/01/2012,Potrero Hill,"(37.7547102621715, -122.400187218517)"
800 Block of Guerrero  Street,San Francisco,CA,94110,05/31/2012,Mission,"(37.7579622839983, -122.423559852269)"
0 Block of Downey  Street,San Francisco,CA,94117,05/29/2012,Haight Ashbury,"(37.768031651416, -122.447448227923)"
1200 Block of Treat  Avenue,San Francisco,CA,94110,05/23/2012,Mission,"(37.7501648379145, -122.412831855348)"
1300 Block of McAllister  Street,San Francisco,CA,94115,05/22/2012,Western Addition,"(37.7782633945317, -122.434218889824)"
2000 Block of 42nd  Avenue,San Francisco,CA,94116,05/18/2012,Sunset/Parkside,"(37.748494119903, -122.500722763841)"
800 Block of Lincoln  Way,San Francisco,CA,94122,05/17/2012,Inner Sunset,"(37.7657995784133, -122.466969885343)"
300 Block of Hermann  Street,San Francisco,CA,94117,05/17/2012,Hayes Valley,"(37.7700847248569, -122.430884411954)"
1500 Block of Grove  Street,San Francisco,CA,94117,05/14/2012,Lone Mountain/USF,"(37.7754543456534, -122.442133697995)"
1400 Block of California  Street,San Francisco,CA,94109,05/14/2012,Nob Hill,"(37.7908262424015, -122.418204056174)"
1400 Block of McAllister  Street,San Francisco,CA,94115,05/11/2012,Western Addition,"(37.778055333593, -122.435863701593)"
200 Block of 25th  Avenue,San Francisco,CA,94121,05/11/2012,Outer Richmond,"(37.7848173203751, -122.485010348623)"
1700 Block of Greenwich  Street,San Francisco,CA,94123,05/10/2012,Marina,"(37.7998384640912, -122.428456807295)"
1700 Block of Geenwich  Street,San Francisco,CA,94123,05/10/2012,Marina,"(37.7998384640912, -122.428456807295)"
200 Block of Downey  Street,San Francisco,CA,94117,05/09/2012,Haight Ashbury,"(37.7654182578627, -122.446783639096)"
0 Block of Macondray  Lane,San Francisco,CA,94133,05/09/2012,Russian Hill,"(37.7992044493049, -122.414836181924)"
500 Block of Belvedere  Street,San Francisco,CA,94117,05/08/2012,Haight Ashbury,"(37.763034359151, -122.447973678298)"
500 Block of 42nd  Avenue,San Francisco,CA,94121,05/07/2012,Outer Richmond,"(37.7782999045438, -122.502807515933)"
300 Block of Bartlett  Street,San Francisco,CA,94110,05/03/2012,Mission,"(37.7513762989769, -122.419409557671)"
1800 Block of Stockton  Street,San Francisco,CA,94133,05/03/2012,North Beach,"(37.8027609353173, -122.4097236604)"
500 Block of 5th  Avenue,San Francisco,CA,94118,05/02/2012,Inner Richmond,"(37.7782074970938, -122.463077569562)"
0 Block of Macondray  Lane,San Francisco,CA,94133,05/02/2012,Russian Hill,"(37.7992044493049, -122.414836181924)"
1100 Block of Union  Street,San Francisco,CA,94109,04/30/2012,Russian Hill,"(37.7993049505551, -122.417794823326)"
0 Block of Pearl  Street,San Francisco,CA,94103,04/30/2012,Mission,"(37.7702249019357, -122.423794594898)"
0 Block of Lundys  Lane,San Francisco,CA,94110,04/27/2012,Bernal Heights,"(37.7443436166901, -122.418494748736)"
100 Block of Brighton  Avenue,San Francisco,CA,94112,04/24/2012,Oceanview/Merced/Ingleside,"(37.7209423834804, -122.455053591419)"
0 Block of Glover  Street,San Francisco,CA,94109,04/23/2012,Nob Hill,"(37.7971266872234, -122.416102200193)"
400 Block of Dellbrook  Avenue,San Francisco,CA,94131,04/23/2012,Twin Peaks,"(37.7540367148313, -122.453946979293)"
400 Block of Vermont  Street,San Francisco,CA,94107,04/23/2012,Potrero Hill,"(37.7640272818151, -122.404365369809)"
1400 Block of 31st  Avenue,San Francisco,CA,94122,04/20/2012,Sunset/Parkside,"(37.760202506479, -122.48971864964)"
300 Block of orizaba  Avenue,San Francisco,CA,94132,04/18/2012,Oceanview/Merced/Ingleside,"(37.7152520664381, -122.462542378246)"
200 Block of Downey  Street,San Francisco,CA,94117,04/17/2012,Haight Ashbury,"(37.7654182578627, -122.446783639096)"
1800 Block of Stockton  Street,San Francisco,CA,94133,04/16/2012,North Beach,"(37.8027609353173, -122.4097236604)"
1200 Block of Brussels  Street,San Francisco,CA,94134,04/16/2012,Visitacion Valley,"(37.7169329764808, -122.401287545256)"
700 Block of 2nd  Avenue,San Francisco,CA,94118,04/13/2012,Inner Richmond,"(37.774863512377, -122.45960638988)"
100 Block of Liberty  Street,San Francisco,CA,94110,04/11/2012,Mission,"(37.7574425281653, -122.424565737261)"
200 Block of Mississippi  Street,San Francisco,CA,94107,04/11/2012,Potrero Hill,"(37.7633262339346, -122.394721058376)"
100 Block of Grattan  Street,San Francisco,CA,94117,04/11/2012,Haight Ashbury,"(37.7639888494339, -122.450332225929)"
2621 13rd St,San Francisco,CA,94110,04/06/2012,,"1 QNAN
"
100 Block of Schwerin  Street,San Francisco,CA,94134,04/05/2012,Visitacion Valley,"(37.7114235776085, -122.411060135752)"
5200 Block of Fulton  Street,San Francisco,CA,94121,03/30/2012,Outer Richmond,"(37.7724534609261, -122.487938772463)"
300 Block of Divisadero  Street,San Francisco,CA,94117,03/29/2012,Haight Ashbury,"(37.7726830914723, -122.437213804407)"
600 Block of Hayes  Street,San Francisco,CA,94102,03/26/2012,Hayes Valley,"(37.7764132198632, -122.427099517756)"
1800 Block of Oakdale  Avenue,San Francisco,CA,94124,03/26/2012,Bayview Hunters Point,"(37.7375042188074, -122.395572400454)"
0 Block of Newton  Street,San Francisco,CA,94112,03/22/2012,Excelsior,"(37.7139749867481, -122.438812292146)"
2100 Block of 17th  Avenue,San Francisco,CA,94116,03/21/2012,West of Twin Peaks,"(37.7478037689695, -122.473949952532)"
700 Block of Clayton  Street,San Francisco,CA,94117,03/20/2012,Haight Ashbury,"(37.7679269319925, -122.448269733897)"
1200 Block of Noe  Street,San Francisco,CA,94114,03/13/2012,Noe Valley,"(37.7486328038145, -122.431532046034)"
2100 Block of California  Street,San Francisco,CA,94115,03/12/2012,Pacific Heights,"(37.7893748864878, -122.429717207144)"
1600 Block of 29th  Avenue,San Francisco,CA,94122,03/05/2012,Sunset/Parkside,"(37.7565620034648, -122.487451554301)"
600 Block of Castro  Street,San Francisco,CA,94114,02/29/2012,Castro/Upper Market,"(37.7584836230991, -122.434844610371)"
0 Block of Surrey  Street,San Francisco,CA,94131,02/28/2012,Glen Park,"(37.7357415160504, -122.433828953148)"
2400 Block of Great  Highway,San Francisco,CA,94116,02/27/2012,Sunset/Parkside,"(37.7407574921578, -122.506743510803)"
1300 Block of York  Street,San Francisco,CA,94110,02/22/2012,Mission,"(37.7504528679645, -122.408029580822)"
800 Block of Corbett  Avenue,San Francisco,CA,94131,02/15/2012,Twin Peaks,"(37.7533418919215, -122.443300509532)"
1900 Block of Noriega  Street,San Francisco,CA,94122,02/15/2012,Sunset/Parkside,"(37.7538314947892, -122.484505495494)"
0 Block of Sutro Heights  Avenue,San Francisco,CA,94121,02/14/2012,Outer Richmond,"(37.7761185990301, -122.507554276998)"
0 Block of Sutro Heights  Avenue,San Francisco,CA,94121,02/14/2012,Outer Richmond,"(37.7761185990301, -122.507554276998)"
0 Block of Valletta  Court,San Francisco,CA,94131,02/09/2012,West of Twin Peaks,"(37.7366423684099, -122.444524984303)"
0 Block of Ney  Street,San Francisco,CA,94112,02/09/2012,Excelsior,"(37.729921180411, -122.429215035287)"
500 Block of 34th  Avenue,San Francisco,CA,94121,02/06/2012,Outer Richmond,"(37.7786907478814, -122.494241004713)"
600 Block of 27th  Avenue,San Francisco,CA,94121,02/06/2012,Outer Richmond,"(37.7771331092453, -122.486739386605)"
300 Block of 5th  Avenue,San Francisco,CA,94118,01/31/2012,Inner Richmond,"(37.7820328553998, -122.463211510027)"
2900 Block of Harrison  Street,San Francisco,CA,94110,01/31/2012,Mission,"(37.750239238145, -122.41160055919)"
100 Block of Alhambra  Street,San Francisco,CA,94123,01/23/2012,Marina,"(37.8019418129754, -122.438758575375)"
1700 Block of Page  Street,San Francisco,CA,94117,01/19/2012,Haight Ashbury,"(37.770570888446, -122.449576608139)"
800 Block of Treat  Avenue,San Francisco,CA,94110,01/19/2012,Mission,"(37.7565605301147, -122.413439435859)"
1800 Block of Market  Street,San Francisco,CA,94103,01/19/2012,Mission,"(37.7709963644705, -122.424349164151)"
0 Block of Capra  Way,San Francisco,CA,94123,01/19/2012,Marina,"(37.8027531314597, -122.439270413233)"
2300 Block of 17th  Avenue,San Francisco,CA,94116,01/11/2012,West of Twin Peaks,"(37.7440745209487, -122.473687965232)"
0 Block of Langton  Street,San Francisco,CA,94103,01/09/2012,South of Market,"(37.7768958210351, -122.40920248816)"
600 Block of Guerrero  Street,San Francisco,CA,94110,01/09/2012,Mission,"(37.7607732624619, -122.423603677337)"
100 Block of Albion  Street,San Francisco,CA,94110,12/30/2011,Mission,"(37.7636369577592, -122.422805752417)"
2600 Block of 21st  Street,San Francisco,CA,94110,12/27/2011,Potrero Hill,"(37.7577882301771, -122.407282307978)"
800 Block of York  Street,San Francisco,CA,94110,12/20/2011,Mission,"(37.7584679965417, -122.40879783772)"
2700 Block of Green  Street,San Francisco,CA,94123,12/15/2011,Pacific Heights,"(37.7949487076824, -122.444387526352)"
300 Block of Judson  Avenue,San Francisco,CA,94112,12/08/2011,West of Twin Peaks,"(37.7284181799015, -122.449979037379)"
3600 Block of 20th  Street,San Francisco,CA,94110,12/06/2011,Mission,"(37.7584863038899, -122.422385383102)"
0 Block of Whitney  Street,San Francisco,CA,94131,12/06/2011,Glen Park,"(37.740846132124, -122.427696841514)"
500 Block of Argonaut  Avenue,San Francisco,CA,94134,11/29/2011,Visitacion Valley,"(37.7089780310648, -122.414710726164)"
200 Block of Madrid  Street,San Francisco,CA,94112,11/29/2011,Excelsior,"(37.7255316250764, -122.429925994259)"
400 Block of Pennsylvania  Avenue,San Francisco,CA,94107,11/29/2011,Potrero Hill,"(37.7608348188162, -122.393495540569)"
2200 Block of 40th  Avenue,San Francisco,CA,94116,11/22/2011,Sunset/Parkside,"(37.7448532796843, -122.498455705479)"
1700 Block of 26th  Avenue,San Francisco,CA,94122,11/21/2011,Sunset/Parkside,"(37.754840507511, -122.484108127485)"
2800 Block of Steiner  Street,San Francisco,CA,94123,11/16/2011,Pacific Heights,"(37.7954739918747, -122.436923669006)"
300 Block of Douglass  Street,San Francisco,CA,94114,11/16/2011,Twin Peaks,"(37.7581562666506, -122.439163288075)"
3000 Block of Anza  Street,San Francisco,CA,94121,11/14/2011,Outer Richmond,"(37.7782808409894, -122.480841614636)"
300 Block of Arlington  Street,San Francisco,CA,94131,11/14/2011,Glen Park,"(37.7363137176099, -122.427836164708)"
2800 Block of Steiner  Street,San Francisco,CA,94123,11/14/2011,Pacific Heights,"(37.7954739918747, -122.436923669006)"
300 Block of Franconia  Street,San Francisco,CA,94112,11/07/2011,Bernal Heights,"(37.7437865267422, -122.408003511431)"
100 Block of Graystone  Terrace,San Francisco,CA,94114,11/04/2011,Castro/Upper Market,"(37.7576899677046, -122.44655604774)"
1500 Block of 31st  Avenue,San Francisco,CA,94122,10/26/2011,Sunset/Parkside,"(37.7583295914484, -122.489725814534)"
1600 Block of Turk  Street,San Francisco,CA,94115,10/24/2011,Western Addition,"(37.7799182894909, -122.436237204673)"
3500 Block of Mission  Street,San Francisco,CA,94110,10/20/2011,Bernal Heights,"(37.7402377032154, -122.423273548336)"
0 Block of Steiner  Street,San Francisco,CA,94117,10/18/2011,Hayes Valley,"(37.7696796844484, -122.431575371699)"
1400 Block of 5th  Avenue,San Francisco,CA,94122,10/14/2011,Inner Sunset,"(37.7614279417324, -122.461904465239)"
1600 Block of North Point  Street,San Francisco,CA,94123,10/13/2011,Marina,"(37.8038740286656, -122.434335915803)"
2900 Block of Pacific  Avenue,San Francisco,CA,94115,10/12/2011,Pacific Heights,"(37.7922470431608, -122.443841350742)"
2600 Block of 15th  Avenue,San Francisco,CA,94127,09/30/2011,West of Twin Peaks,"(37.7385789585518, -122.471097555593)"
600 Block of Lawton  Street,San Francisco,CA,94122,09/29/2011,Inner Sunset,"(37.7582256467465, -122.469663782695)"
800 Block of 14th  Street,San Francisco,CA,94114,09/26/2011,Castro/Upper Market,"(37.7675070760574, -122.431739942112)"
300 Block of Divisadero  Street,San Francisco,CA,94117,09/23/2011,Haight Ashbury,"(37.7726830914723, -122.437213804407)"
200 Block of 28th  Street,San Francisco,CA,94131,09/22/2011,Noe Valley,"(37.7451771792363, -122.427924267501)"
500 Block of cayuga  Avenue,San Francisco,CA,94124,09/19/2011,Outer Mission,"(37.729016882416, -122.435529372672)"
200 Block of Laussat  Street,San Francisco,CA,94117,09/16/2011,Hayes Valley,"(37.7714809363559, -122.431165448605)"
200 Block of Laussat  Street,San Francisco,CA,94117,09/16/2011,Hayes Valley,"(37.7714809363559, -122.431165448605)"
1400 Block of 33rd  Avenue,San Francisco,CA,94122,09/15/2011,Sunset/Parkside,"(37.760101800768, -122.49200129058)"
400 Block of Noe  Street,San Francisco,CA,94114,09/15/2011,Castro/Upper Market,"(37.7614251525296, -122.432763470522)"
100 Block of Bradford  Street,San Francisco,CA,94110,09/15/2011,Bernal Heights,"(37.7404949882464, -122.409641743611)"
