Address,City,State,Zip_code,File Date,Neighborhood,Lat_long
700 Block of 15th  Ave.,San Francisco,CA,94118,11/18/1997,Outer Richmond,"(37.7739920402615, -122.473564491672)"
100 Block of 15th  Ave.,San Francisco,CA,94118,11/18/1997,Outer Richmond,"(37.7853074356215, -122.474245097359)"
0 Block of Caselli  Ave.,San Francisco,CA,94114,11/18/1997,Castro/Upper Market,"(37.7598044512054, -122.440170484932)"
600 Block of Vienna  St.,San Francisco,CA,94112,11/18/1997,Excelsior,"(37.7181662566052, -122.432228765055)"
100 Block of 15th  Ave.,San Francisco,CA,94118,11/18/1997,Outer Richmond,"(37.7853074356215, -122.474245097359)"
1500 Block of Grant  Ave.,San Francisco,CA,94133,11/18/1997,North Beach,"(37.8012654564284, -122.407639154622)"
400 Block of 31st  Ave.,San Francisco,CA,94121,11/18/1997,Outer Richmond,"(37.7807577540279, -122.49130205421)"
600 Block of Taraval  St.,San Francisco,CA,94116,11/18/1997,West of Twin Peaks,"(37.7432220053857, -122.473020086716)"
900 Block of Alabama  St.,San Francisco,CA,94110,11/18/1997,Mission,"(37.7566903673288, -122.411279509344)"
1900 Block of 35th  Ave.,San Francisco,CA,94116,11/18/1997,Sunset/Parkside,"(37.7506865143418, -122.493354076677)"
100 Block of Precita  Ave.,San Francisco,CA,94110,11/17/1997,Bernal Heights,"(37.7471529748646, -122.417246254252)"
500 Block of Gates  St.,San Francisco,CA,94110,11/17/1997,Bernal Heights,"(37.7365213527746, -122.414225604564)"
700 Block of Lake   St.,San Francisco,CA,94118,11/17/1997,Inner Richmond,"(37.7866120941093, -122.467368173846)"
0 Block of Rockridge  Dr.,San Francisco,CA,94116,11/14/1997,Inner Sunset,"(37.750810592177, -122.469748625652)"
4500 Block of California  St.,San Francisco,CA,94118,11/14/1997,Inner Richmond,"(37.7848382441611, -122.466174480325)"
900 Block of Clayton  St.,San Francisco,CA,94117,11/14/1997,Haight Ashbury,"(37.7639371081197, -122.447310588711)"
1600 Block of Fell  St.,San Francisco,CA,94117,11/14/1997,Lone Mountain/USF,"(37.773157960012, -122.445070333087)"
900 Block of York  St.,San Francisco,CA,94110,11/14/1997,Mission,"(37.7568487758758, -122.408644241138)"
100 Block of 27th  St.,San Francisco,CA,94110,11/13/1997,Noe Valley,"(37.7470478952218, -122.423531450176)"
600 Block of Page  St.,San Francisco,CA,94117,11/13/1997,Hayes Valley,"(37.7729885101473, -122.431465550561)"
1300 Block of Stevenson  St.,San Francisco,CA,94103,11/13/1997,Mission,"(37.770775625966, -122.421734095254)"
2400 Block of Folsom  St.,San Francisco,CA,94110,11/12/1997,Mission,"(37.758100859554, -122.414546754067)"
100 Block of Milton  St.,San Francisco,CA,94112,11/12/1997,Outer Mission,"(37.7329695119275, -122.429290422606)"
2600 Block of 30th  Ave.,San Francisco,CA,94116,11/12/1997,Sunset/Parkside,"(37.7382471962404, -122.487514244217)"
0 Block of Elizabeth  St.,San Francisco,CA,94110,11/12/1997,Mission,"(37.7528716378528, -122.42223253935)"
200 Block of Precita  Ave.,San Francisco,CA,94110,11/12/1997,Bernal Heights,"(37.7473747539547, -122.415501873961)"
0 Block of Elizabeth  St.,San Francisco,CA,94110,11/12/1997,Mission,"(37.7528716378528, -122.42223253935)"
0 Block of Crescent  Ave.,San Francisco,CA,94110,11/10/1997,Bernal Heights,"(37.7353420632215, -122.423688144861)"
1300 Block of Hayes  St.,San Francisco,CA,94117,11/10/1997,Hayes Valley,"(37.7749393190328, -122.438643513001)"
0 Block of Albion  St.,San Francisco,CA,94103,11/10/1997,Mission,"(37.7656495163922, -122.423265893642)"
200 Block of Banks  St.,San Francisco,CA,94110,11/10/1997,Bernal Heights,"(37.7397664766251, -122.412789358046)"
3300 Block of Clay  St.,San Francisco,CA,94118,11/10/1997,Presidio Heights,"(37.7889097188448, -122.447980931625)"
200 Block of Collingwood  St.,San Francisco,CA,94114,11/10/1997,Castro/Upper Market,"(37.7584269242146, -122.435813347513)"
1400 Block of Florida  St.,San Francisco,CA,94110,11/07/1997,Mission,"(37.7489435008402, -122.409635096954)"
600 Block of Mangels  Ave.,San Francisco,CA,94127,11/07/1997,West of Twin Peaks,"(37.733108207076, -122.452293737155)"
100 Block of Baker  St.,San Francisco,CA,94117,11/07/1997,Haight Ashbury,"(37.7722546953298, -122.440572356401)"
1800 Block of Jones  St.,San Francisco,CA,94102,11/07/1997,Nob Hill,"(37.7982061297897, -122.415546558932)"
1400 Block of Florida  St.,San Francisco,CA,94110,11/07/1997,Mission,"(37.7489435008402, -122.409635096954)"
100 Block of Cuvier  St.,San Francisco,CA,94112,11/07/1997,Outer Mission,"(37.7329145166429, -122.428402176585)"
600 Block of Mangels  Ave.,San Francisco,CA,94127,11/07/1997,West of Twin Peaks,"(37.733108207076, -122.452293737155)"
500 Block of Andover  St.,San Francisco,CA,94110,11/07/1997,Bernal Heights,"(37.7361917460972, -122.416637680282)"
600 Block of Mangels  Ave.,San Francisco,CA,94127,11/06/1997,West of Twin Peaks,"(37.733108207076, -122.452293737155)"
200 Block of Clipper  St.,San Francisco,CA,94114,11/06/1997,Noe Valley,"(37.7491478178813, -122.430536253614)"
600 Block of Mangels  Ave.,San Francisco,CA,94127,11/06/1997,West of Twin Peaks,"(37.733108207076, -122.452293737155)"
1800 Block of Fulton  St.,San Francisco,CA,94117,11/06/1997,Lone Mountain/USF,"(37.7757940153078, -122.446967869988)"
1200 Block of Shrader  St.,San Francisco,CA,94117,11/06/1997,Haight Ashbury,"(37.7634205198127, -122.451026528257)"
300 Block of San Jose  Ave.,San Francisco,CA,94110,11/06/1997,Mission,"(37.7494022899024, -122.421406673002)"
200 Block of 8th  Ave.,San Francisco,CA,94118,11/06/1997,Inner Richmond,"(37.7837793907372, -122.466697645275)"
3600 Block of 23rd  St.,San Francisco,Ca,94110,11/06/1997,Mission,"(37.7534642822823, -122.423863310828)"
200 Block of 8th  Ave.,San Francisco,CA,94118,11/06/1997,Inner Richmond,"(37.7837793907372, -122.466697645275)"
700 Block of Clayton  St.,San Francisco,CA,94117,11/05/1997,Haight Ashbury,"(37.7679443802378, -122.448133105714)"
800 Block of Scott  St.,San Francisco,CA,94117,11/05/1997,Western Addition,"(37.777528549108, -122.436670259702)"
1300 Block of Union  St.,San Francisco,CA,94109,11/05/1997,Russian Hill,"(37.798920555248, -122.421523826472)"
500 Block of Cambridge  St.,San Francisco,CA,94134,11/05/1997,Portola,"(37.7246014564613, -122.417723435691)"
500 Block of Dolores  St.,San Francisco,CA,94110,11/05/1997,Mission,"(37.7606376835848, -122.425843697547)"
1800 Block of Jones  St.,San Francisco,CA,94102,11/05/1997,Nob Hill,"(37.7982061297897, -122.415546558932)"
462 Bryant St,San Francisco,CA,94107,11/05/1997,,"(2112679.12879617, 6013961.74962953)"
100 Block of Cervantes  Boulevard,San Francisco,CA,94123,11/05/1997,Marina,"(37.804373377146, -122.439919944305)"
700 Block of Clayton  St.,San Francisco,CA,94117,11/05/1997,Haight Ashbury,"(37.7679443802378, -122.448133105714)"
1500 Block of 35th  Ave.,San Francisco,CA,94122,11/05/1997,Sunset/Parkside,"(37.758140310988, -122.494012786885)"
400 Block of Lyon  St.,San Francisco,CA,94117,11/05/1997,Lone Mountain/USF,"(37.7748359370912, -122.442781840132)"
1000 Block of Dolores  St.,San Francisco,CA,94110,11/05/1997,Noe Valley,"(37.7526291898037, -122.425380467079)"
0 Block of Bache  St.,San Francisco,CA,94110,11/05/1997,Bernal Heights,"(37.7344310634633, -122.417455922216)"
1300 Block of Dolores  St.,San Francisco,CA,94110,11/05/1997,Noe Valley,"(37.7474217901528, -122.424881074952)"
2800 Block of Fulton  St.,San Francisco,CA,94118,11/05/1997,Inner Richmond,"(37.7738817367412, -122.46216273771)"
400 Block of Lyon  St.,San Francisco,CA,94117,11/05/1997,Lone Mountain/USF,"(37.7748359370912, -122.442781840132)"
300 Block of Pierce  St.,San Francisco,CA,94117,11/05/1997,Haight Ashbury,"(37.7730935009904, -122.433947267932)"
0 Block of Collingwood  St.,San Francisco,CA,94114,11/05/1997,Castro/Upper Market,"(37.7614765845905, -122.436246937479)"
500 Block of Andover  St.,San Francisco,CA,94110,11/05/1997,Bernal Heights,"(37.7361917460972, -122.416637680282)"
900 Block of York  St.,San Francisco,CA,94110,11/05/1997,Mission,"(37.7568487758758, -122.408644241138)"
1300 Block of Dolores  St.,San Francisco,CA,94110,11/05/1997,Noe Valley,"(37.7474217901528, -122.424881074952)"
200 Block of 26th  Ave.,San Francisco,CA,94121,11/04/1997,Outer Richmond,"(37.7847684585151, -122.486087154598)"
700 Block of 29th  Ave.,San Francisco,CA,94121,11/04/1997,Outer Richmond,"(37.7751770861033, -122.488604396838)"
300 Block of Duncan   St.,San Francisco,CA,94131,11/03/1997,Noe Valley,"(37.7459746521119, -122.427998303368)"
200 Block of 26th  Ave.,San Francisco,CA,94121,11/03/1997,Outer Richmond,"(37.7847684585151, -122.486087154598)"
3100 Block of Franklin  St.,San Francisco,CA,94123,11/03/1997,Marina,"(37.8034584962411, -122.426728718903)"
0 Block of Whitney  St.,San Francisco,CA,94131,11/03/1997,Glen Park,"(37.740846132124, -122.427696841514)"
3000 Block of Buchanan  St.,San Francisco,CA,94123,11/03/1997,Marina,"(37.797981701108, -122.432230129907)"
800 Block of Baker  St.,San Francisco,CA,94115,11/03/1997,Lone Mountain/USF,"(37.778763234665, -122.442027830861)"
200 Block of Ripley  St.,San Francisco,CA,94110,11/03/1997,Bernal Heights,"(37.7443214125548, -122.4095341851)"
0 Block of Calgary  St.,San Francisco,CA,94134,11/03/1997,Visitacion Valley,"(37.7086777562561, -122.416139628119)"
800 Block of London  St.,San Francisco,CA,94112,11/03/1997,Excelsior,"(37.7164668304676, -122.439870204211)"
800 Block of London  St.,San Francisco,CA,94112,11/03/1997,Excelsior,"(37.7164668304676, -122.439870204211)"
16261600 Block of Broderick  St.,San Francisco,CA,94115,10/31/1997,Pacific Heights,"(37.7855105578208, -122.441563417335)"
1800 Block of Larkin  St.,San Francisco,CA,94109,10/31/1997,Russian Hill,"(37.7948046200741, -122.419775875627)"
1100 Block of Chestnut  St.,San Francisco,CA,94133,10/31/1997,Russian Hill,"(37.802651909423, -122.422252740219)"
500 Block of Dolores  St.,San Francisco,CA,94110,10/31/1997,Mission,"(37.7606376835848, -122.425843697547)"
700 Block of Valencia  St.,San Francisco,CA,94110,10/31/1997,Mission,"(37.7609052662083, -122.421432819093)"
16261600 Block of Broderick  St.,San Francisco,CA,94115,10/31/1997,Pacific Heights,"(37.7855105578208, -122.441563417335)"
400 Block of 20th  Ave.,San Francisco,CA,94121,10/30/1997,Outer Richmond,"(37.7793682982444, -122.479380964212)"
300 Block of 24th  Ave.,San Francisco,CA,94121,10/30/1997,Outer Richmond,"(37.783006861105, -122.483800844068)"
500 Block of 3rd   Ave.,San Francisco,CA,94118,10/30/1997,Inner Richmond,"(37.778304335343, -122.460932890486)"
100 Block of Divisadero  St.,San Francisco,CA,94117,10/29/1997,Haight Ashbury,"(37.7696634794314, -122.436786988525)"
500 Block of 3rd   Ave.,San Francisco,CA,94118,10/29/1997,Inner Richmond,"(37.778304335343, -122.460932890486)"
0 Block of Iris  Ave.,San Francisco,CA,94118,10/29/1997,Presidio Heights,"(37.7850009819072, -122.451942215164)"
0 Block of Iris  Ave.,San Francisco,CA,94118,10/29/1997,Presidio Heights,"(37.7850009819072, -122.451942215164)"
3800 Block of 18th  St.,San Francisco,CA,94110,10/29/1997,Castro/Upper Market,"(37.7611677619009, -122.42945856848)"
3800 Block of 18th  St.,San Francisco,CA,94110,10/29/1997,Castro/Upper Market,"(37.7611677619009, -122.42945856848)"
500 Block of 3rd   Ave.,San Francisco,CA,94118,10/29/1997,Inner Richmond,"(37.778304335343, -122.460932890486)"
200 Block of Ellsworth  St.,San Francisco,CA,94110,10/28/1997,Bernal Heights,"(37.7395905501268, -122.414538486898)"
100 Block of Moffitt  St.,San Francisco,CA,94112,10/28/1997,Glen Park,"(37.7384176648909, -122.434309128792)"
200 Block of Ellsworth  St.,San Francisco,CA,94110,10/28/1997,Bernal Heights,"(37.7395905501268, -122.414538486898)"
19161900 Block of Ellis  St.,San Francisco,CA,94115,10/28/1997,Western Addition,"(37.7817283687255, -122.437870021698)"
0 Block of Crystal  St.,San Franisco,CA,9411,10/28/1997,Outer Mission,"(37.7100082249817, -122.460549503665)"
1300 Block of Natoma  St.,San Francisco,CA,94103,10/28/1997,Mission,"(37.7675554714285, -122.41854832723)"
1600 Block of Alabama  St.,San Francisco,CA,94110,10/27/1997,Bernal Heights,"(37.7459510539549, -122.410462512825)"
700 Block of Pine  St.,San Francisco,CA,94108,10/27/1997,Nob Hill,"(37.7910926843647, -122.408507461111)"
1500 Block of 16th  Ave.,San Francisco,CA,94122,10/27/1997,Inner Sunset,"(37.7587762805128, -122.473812177873)"
2300 Block of 25th  Ave.,San Francisco,CA,94122,10/27/1997,Sunset/Parkside,"(37.7436977235128, -122.482255207812)"
700 Block of Teresita  Boulevard,San Francisco,CA,94127,10/27/1997,West of Twin Peaks,"(37.7350670292919, -122.446033897657)"
600 Block of 25th   Ave.,San Francisco,CA,94121,10/27/1997,Outer Richmond,"(37.7772308567682, -122.484597030619)"
1500 Block of Grove  St.,San Francisco,CA,94117,10/27/1997,Lone Mountain/USF,"(37.7754543456534, -122.442133697995)"
1500 Block of Grant  Ave.,San Francisco,CA,94133,10/27/1997,North Beach,"(37.8012654564284, -122.407639154622)"
500 Block of Cambridge  St.,San Francisco,CA,94134,10/27/1997,Portola,"(37.7246014564613, -122.417723435691)"
600 Block of 15th  Ave.,San Francisco,CA,94118,10/27/1997,Outer Richmond,"(37.7758570936826, -122.473699636544)"
200 Block of Mullen  Ave.,San Francisco,CA,94110,10/24/1997,Bernal Heights,"(37.7468798093692, -122.407314261602)"
100 Block of Liberty  St.,San Francisco,CA,94110,10/24/1997,Mission,"(37.7574425281653, -122.424565737261)"
1500 Block of Grant  Ave.,San Francisco,CA,94133,10/24/1997,North Beach,"(37.8012654564284, -122.407639154622)"
1200 Block of Pine  St.,San Francisco,CA,94109,10/23/1997,Nob Hill,"(37.7902039576745, -122.416392889742)"
1500 Block of Sanchez  St.,San Francisco,CA,94131,10/23/1997,Noe Valley,"(37.7447684988837, -122.428929102974)"
1200 Block of Pine  St.,San Francisco,CA,94109,10/23/1997,Nob Hill,"(37.7902039576745, -122.416392889742)"
2500 Block of 16th  Ave.,San Francisco,CA,94116,10/23/1997,West of Twin Peaks,"(37.7404017956362, -122.472217780156)"
300 Block of Filbert  St.,San ‘Francisco,CA,94133,10/23/1997,North Beach,"(37.8017216544149, -122.405991394765)"
400 Block of 19th  Ave.,San Francisco,CA,94121,10/22/1997,Outer Richmond,"(37.7794222180183, -122.478166429459)"
200 Block of Yerba Buena  Ave.,San Francisco,CA,94127,10/22/1997,West of Twin Peaks,"(37.7347247677901, -122.459847151296)"
1200 Block of Sanchez  St.,San Francisco,CA,94114,10/22/1997,Noe Valley,"(37.7487642276918, -122.429315655897)"
300 Block of Richland  Ave.,San Francisco,CA,94110,10/22/1997,Bernal Heights,"(37.7357456024956, -122.418457095323)"
,San Franicsco,CA,94142,10/22/1997,,
1000 Block of So. Van Ness  Avenue,San Francisco,CA,94110,10/21/1997,Mission,"(37.7563716219888, -122.416574134901)"
1500 Block of 35th   Ave.,San Francisco,CA,94122,10/21/1997,Sunset/Parkside,"(37.758140310988, -122.494012786885)"
100 Block of Ewing  Terrace,San Francisco,CA,94118,10/21/1997,Lone Mountain/USF,"(37.7804435234863, -122.44834117197)"
1700 Block of North Point  Street,San Francisco,CA,94123,10/21/1997,Marina,"(37.8037670737871, -122.436041411138)"
2400 Block of Turk  St.,San Francisco,CA,94118,10/21/1997,Lone Mountain/USF,"(37.7783909906467, -122.448427563117)"
500 Block of Paris  St.,San Francisco,CA,94112,10/20/1997,Excelsior,"(37.7200198167129, -122.43611116174)"
2500 Block of Chestnut   St.,San Francisco,CA,94123,10/20/1997,Marina,"(37.7997274270078, -122.44525165017)"
2400 Block of Turk  St.,San Francisco,CA,94118,10/20/1997,Lone Mountain/USF,"(37.7783909906467, -122.448427563117)"
0 Block of Walter  St.,San Francisco,CA,94114,10/20/1997,Castro/Upper Market,"(37.7683932188284, -122.432312796958)"
3300 Block of Fulton  St.,San Francisco,CA,94118,10/20/1997,Inner Richmond,"(37.7733823121966, -122.467491650081)"
1400 Block of 7th  Ave.,San Francisco,CA,94122,10/20/1997,Inner Sunset,"(37.761340138324, -122.463907865489)"
300 Block of 29th  Ave.,San Francisco,CA,94121,10/20/1997,Outer Richmond,"(37.7827537107447, -122.489292471528)"
1300 Block of 28th   Ave.,San Francisco,CA,94122,10/17/1997,Sunset/Parkside,"(37.7622031955586, -122.486774240263)"
0 Block of Olmstead   St.,San Francisco,CA,94134,10/17/1997,Portola,"(37.7227554282746, -122.402130234343)"
500 Block of Natoma  St.,San Francisco,CA,94103,10/16/1997,South of Market,"(37.7796886140527, -122.408201799041)"
900 Block of York  St.,San Francisco,CA,94110,10/16/1997,Mission,"(37.7568487758758, -122.408644241138)"
3500 Block of Sacramento  St.,San Francisco,CA,94118,10/16/1997,Presidio Heights,"(37.787604813106, -122.45111331178)"
1400 Block of 15th  Street,San Francisco,CA,94103,10/15/1997,Mission,"(37.7667835909616, -122.417091749323)"
1800 Block of Church  Street,San Francisco,CA,94131,10/15/1997,Glen Park,"(37.7409088721433, -122.426663867992)"
2200 Block of Washington  Street,San Francisco,CA,94115,10/15/1997,Pacific Heights,"(37.7920584408252, -122.43025868086)"
700 Block of Fell  Street,San Francisco,CA,94117,10/15/1997,Hayes Valley,"(37.7750612488701, -122.430199600962)"
700 Block of Page  Street,San Francisco,CA,94117,10/15/1997,Haight Ashbury,"(37.7726705468514, -122.433090198531)"
500 Block of 23rd  Avenue,San Francisco,CA,94111,10/15/1997,Outer Richmond,"(37.7773282424961, -122.482454791458)"
1200 Block of Green  Street,San Francisco,CA,94109,10/15/1997,Russian Hill,"(37.7981450782614, -122.419365196253)"
400 Block of Elizabeth  Street,San Francisco,CA,94114,10/15/1997,Noe Valley,"(37.7523486316106, -122.43084439501)"
2400 Block of Lawton  Street,San Francisco,CA,94122,10/15/1997,Sunset/Parkside,"(37.7573692748034, -122.489050444762)"
200 Block of 10th  Avenue,San Francisco,CA,94118,10/15/1997,Inner Richmond,"(37.7836890584252, -122.468703013781)"
700 Block of Page  Street,San Francisco,CA,94117,10/15/1997,Haight Ashbury,"(37.7726705468514, -122.433090198531)"
2400 Block of Lawton  Street,San Francisco,CA,94122,10/15/1997,Sunset/Parkside,"(37.7573692748034, -122.489050444762)"
2200 Block of 16th  Avenue,San Francisco,CA,94116,10/14/1997,West of Twin Peaks,"(37.7459801052966, -122.472879028507)"
4000 Block of Mission  Street,San Francisco,CA,94112,10/14/1997,Bernal Heights,"(37.7321745849469, -122.427793514415)"
100 Block of Carmel  Street,San Francisco,CA,94117,10/14/1997,Inner Sunset,"(37.7607517880589, -122.449683144902)"
1800 Block of Fulton  Street,San Francisco,CA,94117,10/14/1997,Lone Mountain/USF,"(37.7757940153078, -122.446967869988)"
,San Francisco,CA,94142,10/10/1997,,
3300 Block of Fulton  Street,San Francisco,CA,94118,10/10/1997,Inner Richmond,"(37.7733823121966, -122.467491650081)"
100 Block of Corbett  Avenue,San Francisco,CA,94114,10/10/1997,Castro/Upper Market,"(37.761619493091, -122.44196131361)"
100 Block of Varennes  3F,San Francisco,CA,94133,10/09/1997,North Beach,"(37.8011968169242, -122.406962670251)"
1400 Block of Kansas  Street,San Francisco,CA,94107,10/09/1997,Potrero Hill,"(37.7512665871623, -122.402318098498)"
1800 Block of 15th  Street,San Francisco,CA,94103,10/09/1997,Mission,"(37.7663225313881, -122.424723870636)"
100 Block of Varennes  3R,San Francisco,CA,94133,10/09/1997,North Beach,"(37.8011968169242, -122.406962670251)"
3100 Block of Scott  Street,San Francisco,CA,94123,10/09/1997,Marina,"(37.7987770858128, -122.440819505177)"
500 Block of 2nd  Avenue,San Francisco,CA,94118,10/09/1997,Inner Richmond,"(37.7783530610272, -122.459861681329)"
400 Block of 24th  Avenue,San Francisco,CA,94121,10/09/1997,Outer Richmond,"(37.7811066584056, -122.483801924642)"
300 Block of 19th  Avenue,San Francisco,CA,94121,10/09/1997,Outer Richmond,"(37.7813416541949, -122.478443283417)"
500 Block of Laguna  Street,San Francisco,CA,94127,10/09/1997,Hayes Valley,"(37.7757696826825, -122.426050562302)"
0 Block of Lakewood  Avenue,San Francisco,CA,94127,10/09/1997,West of Twin Peaks,"(37.7269578971137, -122.464137225787)"
0 Block of Laidley  Street,San Francisco,CA,94131,10/08/1997,Glen Park,"(37.7410695230028, -122.431457867084)"
3700 Block of 21st  Stree,San Francisco,CA,94132,10/08/1997,Castro/Upper Market,"(37.7563649761205, -122.430947973757)"
3600 Block of Mission  Street,San Francisco,CA,94110,10/08/1997,Bernal Heights,"(37.7381219970831, -122.423925391232)"
1800 Block of Fulton  Street,San Francisco,CA,94118,10/08/1997,Lone Mountain/USF,"(37.775685544936, -122.44694597707)"
1100 Block of Masonic  Avenue,San Francisco,CA,94117,10/08/1997,Haight Ashbury,"(37.7706848435141, -122.445371828984)"
200 Block of Duncan  Street,San Francisco,CA,94131,10/08/1997,Noe Valley,"(37.7461153317436, -122.425741580004)"
200 Block of Duncan  Street,San Francisco,CA,94131,10/08/1997,Noe Valley,"(37.7461153317436, -122.425741580004)"
600 Block of Buena  Vista,San Francisco,CA,94117,10/08/1997,Haight Ashbury,"(37.7672303095361, -122.443869427911)"
1400 Block of 15th  Street,San Francisco,CA,94103,10/08/1997,Mission,"(37.7667835909616, -122.417091749323)"
3500 Block of Sacramento  Street,San Francisco,CA,94118,10/07/1997,Presidio Heights,"(37.787604813106, -122.45111331178)"
600 Block of Masonic  Avenue,San Francisco,CA,94117,10/07/1997,Lone Mountain/USF,"(37.7753450059383, -122.446308916168)"
2100 Block of 26th  Avenue,San Francisco,CA,94116,10/07/1997,Sunset/Parkside,"(37.7473846972671, -122.483447784191)"
2100 Block of 26th  Avenue,San Francisco,CA,94116,10/07/1997,Sunset/Parkside,"(37.7473846972671, -122.483447784191)"
100 Block of Connecticut  Street,San Francisco,CA,94107,10/07/1997,Potrero Hill,"(37.7644288111183, -122.397744028448)"
1500 Block of Church  Street,San Francisco,CA,94131,10/06/1997,Noe Valley,"(37.7456948892207, -122.426925757836)"
0 Block of Midway  Street,San Francisco,CA,94133,10/06/1997,North Beach,"(37.8056595352947, -122.409461643032)"
1800 Block of 45th  Avenue,San Francisco,CA,94122,10/06/1997,Sunset/Parkside,"(37.7520806923323, -122.504199266561)"
0 Block of Pueblo  Street,San Francisco,CA,94134,10/06/1997,Visitacion Valley,"(37.7087983076841, -122.417075712065)"
400 Block of So. Van  Van Ness,San Francisco,CA,94103,10/06/1997,Mission Bay,"(37.7689273625079, -122.388438654583)"
1900 Block of Broadway  603,San Francisco,CA,94109,10/03/1997,Pacific Heights,"(37.7950545008159, -122.429177912371)"
100 Block of Cole  Street,San Francisco,CA,94117,10/03/1997,Lone Mountain/USF,"(37.7737909327934, -122.451000209464)"
100 Block of Cole  Street,San Francisco,CA,94117,10/03/1997,Lone Mountain/USF,"(37.7737909327934, -122.451000209464)"
100 Block of Cole  Street,San Francisco,CA,94117,10/03/1997,Lone Mountain/USF,"(37.7737909327934, -122.451000209464)"
1200 Block of Jackson  Street,San Francisco,CA,94109,10/03/1997,Nob Hill,"(37.7949369489785, -122.415660216455)"
1900 Block of Balboa  Street,San Francisco,CA,94121,10/03/1997,Outer Richmond,"(37.7765768104734, -122.479644818691)"
600 Block of Masonic  Avenue,San Francisco,CA,94118,10/03/1997,Lone Mountain/USF,"(37.7753450059383, -122.446308916168)"
1000 Block of Union  Street,San Francisco,CA,94133,10/02/1997,Russian Hill,"(37.7995166096302, -122.416115614746)"
1133 Shotwell St,San Francisco,CA,94110,10/02/1997,,"(2101232.79384008, 6008081.24393186)"
900 Block of Oak  Street,San Francisco,CA,94117,10/02/1997,Haight Ashbury,"(37.7733932784909, -122.434919576262)"
1100 Block of Capital  Avenue,San Francisco,CA,94112,10/02/1997,Oceanview/Merced/Ingleside,"(37.722745112251, -122.459137955186)"
900 Block of Oak  Street,San Francisco,CA,94117,10/02/1997,Haight Ashbury,"(37.7733932784909, -122.434919576262)"
2100 Block of Bay  Street,San Francisco,CA,94123,10/02/1997,Marina,"(37.8018900895028, -122.442380293059)"
3700 Block of 20th  Street,San Francisco,CA,94110,10/01/1997,Mission,"(37.758240926615, -122.42462241905)"
765 South Van Ness Ave,San Francisco,CA,94110,10/01/1997,,"(2105297.35557745, 6007538.56539688)"
1100 Block of Clay  Street,San Francisco,CA,94108,09/30/1997,Nob Hill,"(37.7936377694407, -122.411658800439)"
1200 Block of Naples  Street,San Francisco,CA,94112,09/30/1997,Excelsior,"(37.7118721188321, -122.43792454186)"
1200 Block of Naples  Street,San Francisco,CA,94112,09/30/1997,Excelsior,"(37.7118721188321, -122.43792454186)"
0 Block of 6th  Avenue,San fRancisco,CA,94118,09/30/1997,Inner Richmond,"(37.7875271472214, -122.464686124744)"
1201 Guerrero St,San Francisco,CA,94110,09/30/1997,,"(2101693.28235059, 6005830.24142633)"
200 Block of Corbett  Avenue,San Francisco,CA,94114,09/30/1997,Castro/Upper Market,"(37.7614444219875, -122.443399994234)"
300 Block of Sawyer  Street,San Francisco,CA,94134,09/30/1997,Visitacion Valley,"(37.7137992138567, -122.414196418796)"
1800 Block of Fulton  Street,San Francisco,CA,94118,09/29/1997,Lone Mountain/USF,"(37.775685544936, -122.44694597707)"
2400 Block of 25th  Avenue,San Francisco,CA,94116,09/29/1997,Sunset/Parkside,"(37.7418306083752, -122.48212459997)"
1300 Block of Noe  Street,San Francisco,CA,94131,09/29/1997,Noe Valley,"(37.7478360774296, -122.431444397258)"
1200 Block of Shrader  Street,San Francisco,CA,94117,09/29/1997,Haight Ashbury,"(37.7634205198127, -122.451026528257)"
1200 Block of 2nd  Avenue,San Francisco,CA,94122,09/29/1997,Inner Sunset,"(37.765783001006, -122.458844625838)"
4300 Block of Geary  Boulevard,San Francisco,CA,94118,09/26/1997,Inner Richmond,"(37.7810718785571, -122.465894139124)"
0 Block of Caselli  Avenue,San Francisco,CA,94114,09/26/1997,Castro/Upper Market,"(37.7598044512054, -122.440170484932)"
3400 Block of 26th  Street,San Francisco,CA,94110,09/26/1997,Mission,"(37.7489027988327, -122.419508344817)"
100 Block of Presidio  Avenue,San Francisco,CA,94115,09/26/1997,Presidio Heights,"(37.7903902843476, -122.447347506856)"
4300 Block of 24th  Street,San Francisco,CA,94114,09/26/1997,Noe Valley,"(37.7508776539872, -122.440076701714)"
3400 Block of 26th  Street,San Francisco,CA,94110,09/26/1997,Mission,"(37.7489027988327, -122.419508344817)"
1000 Block of Dolores  Street,San Francisco,CA,94110,09/26/1997,Noe Valley,"(37.7526291898037, -122.425380467079)"
4300 Block of Geary  Boulevard,San Francisco,CA,94118,09/26/1997,Inner Richmond,"(37.7810718785571, -122.465894139124)"
500 Block of 8th  Avenue,San Francisco,CA,94118,09/25/1997,Inner Richmond,"(37.7780683401359, -122.466151798112)"
4300 Block of Geary  Boulevard,San Francisco,CA,94118,09/25/1997,Inner Richmond,"(37.7810718785571, -122.465894139124)"
700 Block of Rhode  Island,San Francisco,CA,94107,09/25/1997,Potrero Hill,"(37.7603172233454, -122.402072481963)"
300 Block of Bartlett  Street,San Francisco,CA,94110,09/24/1997,Mission,"(37.7513762989769, -122.419409557671)"
3000 Block of Jackson  Street,San Francisco,CA,94115,09/24/1997,Pacific Heights,"(37.79115780868, -122.445308523162)"
