Address,City,State,Zip_code,File Date,Neighborhood,Lat_long
600 Block of Girard  Street,San Francisco,CA,94134,01/07/2000,Portola,"(37.724358209048, -122.403419089396)"
400 Block of 7th  Avenue,San Francisco,CA,94118,01/07/2000,Inner Richmond,"(37.7800008159028, -122.46535084744)"
1500 Block of 9th  Avenue,San Francisco,CA,94122,01/07/2000,Inner Sunset,"(37.759381118937, -122.465916106881)"
1300 Block of Revere  Avenue,San Francisco,CA,94124,01/05/2000,Bayview Hunters Point,"(37.7289695949416, -122.385527591667)"
3500 Block of 19th  Street,San Francisco,CA,94110,01/05/2000,Mission,"(37.7599356329802, -122.423255095049)"
0 Block of Salmon  Street,San Francisco,CA,94133,01/05/2000,Nob Hill,"(37.7965397453464, -122.412680954899)"
200 Block of 9th  Avenue,San Francisco,CA,94118,01/04/2000,Inner Richmond,"(37.7837385901249, -122.467627587109)"
1800 Block of 43rd  Avenue,San Francisco,CA,94122,01/04/2000,Sunset/Parkside,"(37.7521699494051, -122.502194739586)"
500 Block of San Jose  Avenue,San Francisco,CA,94110,01/04/2000,Noe Valley,"(37.7468367374901, -122.421621453444)"
200 Block of Ellsworth  Street,San Francisco,CA,94110,01/03/2000,Bernal Heights,"(37.7395905501268, -122.414538486898)"
0 Block of Annapolis  Terrace,San Francisco,CA,94118,01/03/2000,Lone Mountain/USF,"(37.778032432277, -122.447831651196)"
200 Block of Ellsworth  Street,San Francisco,CA,94110,01/03/2000,Bernal Heights,"(37.7395905501268, -122.414538486898)"
200 Block of Ellsworth  Street,San Francisco,CA,94110,01/03/2000,Bernal Heights,"(37.7395905501268, -122.414538486898)"
500 Block of Kansas   Street,San Francisco,CA,94107,12/31/1999,Potrero Hill,"(37.7628055996544, -122.403387432895)"
100 Block of Ripley  Street,San Francisco,CA,94110,12/31/1999,Bernal Heights,"(37.7442629261217, -122.412324243659)"
1700 Block of 16th  Avenue,San Francisco,CA,94122,12/30/1999,Inner Sunset,"(37.7558726538523, -122.473577826888)"
2100 Block of 26th  Avenue,San Francisco,CA,94116,12/30/1999,Sunset/Parkside,"(37.7473786343631, -122.483585919938)"
200 Block of Ellsworth  Street,San Francisco,CA,94110,12/30/1999,Bernal Heights,"(37.7395905501268, -122.414538486898)"
1700 Block of 7th  Avenue,San Francisco,CA,94107,12/29/1999,Inner Sunset,"(37.7557715404185, -122.463657106015)"
1400 Block of 15th  Street,San Francisco,CA,94103,12/28/1999,Mission,"(37.7667835909616, -122.417091749323)"
1700 Block of Leavenworth  Street,San Francisco,CA,94132,12/28/1999,Russian Hill,"(37.7968145838646, -122.416953634824)"
400 Block of Filbert  Street,San Francisco,CA,94133,12/27/1999,North Beach,"(37.8016501277794, -122.406745753983)"
0 Block of Eureka  Street,San Francisco,CA,94114,12/23/1999,Castro/Upper Market,"(37.7620014230579, -122.438321232225)"
700 Block of 35th  Avenue,San Francisco,CA,94121,12/22/1999,Outer Richmond,"(37.7748832269702, -122.49503787058)"
0 Block of Ulloa,San Francisco,CA,94127,12/22/1999,West of Twin Peaks,"(37.7445817363108, -122.454626840351)"
500 Block of Stanyan  Street,San Francisco,CA,94117,12/22/1999,Lone Mountain/USF,"(37.7724217909116, -122.454115904228)"
2500 Block of Sacramento  Street,San Francisco,CA,94115,12/21/1999,Pacific Heights,"(37.7897873622108, -122.434861053777)"
1600 Block of Broderick  Street,San Francisco,CA,94117,12/21/1999,Pacific Heights,"(37.7855105578208, -122.441563417335)"
2200 Block of 18th  Avenue,San Francisco,CA,94116,12/21/1999,West of Twin Peaks,"(37.7458985470545, -122.474751486348)"
1400 Block of 25th  Avenue,San Francisco,CA,94122,12/20/1999,Sunset/Parkside,"(37.7604798463061, -122.483426694195)"
2000 Block of 20th  Street,San Francisco,CA,94110,12/20/1999,Potrero Hill,"(37.7597593717759, -122.401600917725)"
600 Block of Broderick  Street,San Francisco,CA,94117,12/20/1999,Hayes Valley,"(37.7761874844519, -122.439682038399)"
2700 Block of 21st  Street,San Francisco,CA,94110,12/20/1999,Mission,"(37.7576216130697, -122.410062650282)"
1300 Block of Union  Street,San Francisco,CA,94109,12/16/1999,Russian Hill,"(37.7988120848601, -122.421501930436)"
600 Block of Peralta  Avenue,San Francisco,CA,94110,12/16/1999,Bernal Heights,"(37.7430226018143, -122.408656325199)"
600 Block of Cayuga  Avenue,San Francisco,CA,94112,12/16/1999,Outer Mission,"(37.7279402250641, -122.436309648906)"
1300 Block of Union  Street,San Francisco,CA,94109,12/16/1999,Russian Hill,"(37.7988120848601, -122.421501930436)"
1300 Block of Union  Street,San Francisco,CA,94109,12/16/1999,Russian Hill,"(37.7988120848601, -122.421501930436)"
1300 Block of Union  Street,San Francisco,CA,94109,12/16/1999,Russian Hill,"(37.7988120848601, -122.421501930436)"
1100 Block of Alabama  Street,San Francisco,CA,94110,12/15/1999,Mission,"(37.7534901045867, -122.41097242399)"
100 Block of Highland  Avenue,San Francisco,CA,94110,12/15/1999,Bernal Heights,"(37.7372540255319, -122.422102908805)"
0 Block of Sycamore  Street,San Francisco,CA,94110,12/15/1999,Mission,"(37.7626566159726, -122.421286802254)"
500 Block of Capp  Street,San Francisco,CA,94110,12/13/1999,Mission,"(37.7579037625519, -122.417819318278)"
200 Block of 16th  Avenue,San Francisco,CA,94107,12/13/1999,Outer Richmond,"(37.783391520784, -122.475234084038)"
200 Block of Missouri  Street,San Francisco,CA,94107,12/13/1999,Potrero Hill,"(37.7632191622272, -122.396516669394)"
1100 Block of Clement  Street,San Francisco,CA,94118,12/12/1999,Inner Richmond,"(37.7825695017376, -122.471375940571)"
700 Block of 46th  Avenue,San Francisco,CA,94121,12/12/1999,Outer Richmond,"(37.7743439296402, -122.50682025811)"
3200 Block of Harrison  Street,San Francisco,CA,94110,12/10/1999,Bernal Heights,"(37.7460643356972, -122.41146173714)"
2400 Block of 47th  Ave.,San Francisco,CA,94116,12/10/1999,Sunset/Parkside,"(37.7407846482198, -122.505694431039)"
1700 Block of 43rd  Ave.,San Francisco,CA,94122,12/10/1999,Sunset/Parkside,"(37.7540326780769, -122.502185504829)"
0 Block of Appleton  Avenue,San Francisco,CA,94110,12/09/1999,Bernal Heights,"(37.7386734723868, -122.423682181752)"
5500 Block of Geary  Boulevard,San Francisco,CA,94121,12/09/1999,Outer Richmond,"(37.780483468972, -122.478850126123)"
5500 Block of Geary  Boulevard,San Francisco,CA,94121,12/09/1999,Outer Richmond,"(37.780483468972, -122.478850126123)"
200 Block of Orange  Alley,San Francisco,CA,94110,12/09/1999,Mission,"(37.749736714153, -122.419926108285)"
0 Block of Bernard  Street,San Francisco,CA,94133,12/08/1999,Nob Hill,"(37.7963650889865, -122.414263601453)"
1300 Block of Baker  Street,San Francisco,CA,94115,12/08/1999,Presidio Heights,"(37.7833830058526, -122.442959504098)"
1300 Block of Baker  Street,San Francisco,CA,94115,12/08/1999,Presidio Heights,"(37.7833830058526, -122.442959504098)"
2500 Block of Balboa  Street,San Francisco,CA,94121,12/08/1999,Outer Richmond,"(37.7762829422068, -122.486071663186)"
4400 Block of Lincoln  Way,San Francisco,CA,94122,12/07/1999,Sunset/Parkside,"(37.7640992908997, -122.505649152012)"
1600 Block of Noriega  Street,San Francisco,CA,94122,12/07/1999,Sunset/Parkside,"(37.7539730124595, -122.481291383484)"
0 Block of Miguel  St.,San Francisco,CA,94131,12/07/1999,Glen Park,"(37.7391422234694, -122.429773232546)"
1300 Block of Utah  Street,San Francisco,CA,94110,12/07/1999,Mission,"(37.7524295931584, -122.405200427848)"
200 Block of Cotter  Street,San Francisco,CA,94112,12/07/1999,Outer Mission,"(37.7294469326362, -122.436631556167)"
900 Block of Bayshore  Boulevard,San Francisco,CA,94124,12/07/1999,Bayview Hunters Point,"(37.7318146534769, -122.403993066493)"
3800 Block of Scott  Street,San Francisco,CA,94123,12/06/1999,Marina,"(37.8053100915311, -122.442287541828)"
1700 Block of Leavenworth  Street,San Francisco,CA,94132,12/06/1999,Russian Hill,"(37.7968145838646, -122.416953634824)"
100 Block of Ralston  Street,San Francisco,CA,94132,12/06/1999,Oceanview/Merced/Ingleside,"(37.7151766828714, -122.468976770774)"
1700 Block of Leavenworth  Street,San Francisco,CA,94132,12/06/1999,Russian Hill,"(37.7968145838646, -122.416953634824)"
2800 Block of Polk  Street,San Francisco,CA,94109,12/06/1999,Russian Hill,"(37.8029599133638, -122.423113037909)"
1900 Block of Taraval  Street,San Francisco,CA,94116,12/03/1999,Sunset/Parkside,"(37.74250045129, -122.486938358302)"
2300 Block of Fulton  Street,San Francisco,CA,94118,12/02/1999,Lone Mountain/USF,"(37.7746750332299, -122.455779125205)"
0 Block of Bitting  Street,San Francisco,CA,94124,12/02/1999,Bayview Hunters Point,"(37.7269057392593, -122.398315059805)"
700 Block of 10th  Avenue,San Francisco,CA,94118,12/02/1999,Inner Richmond,"(37.7742420522961, -122.468022089076)"
1600 Block of 22nd  Avenue,San Francisco,CA,94122,12/02/1999,Sunset/Parkside,"(37.756892915824, -122.479950208801)"
100 Block of Coleridge  St.,San Francisco,CA,94110,11/30/1999,Bernal Heights,"(37.7433946150784, -122.42000112048)"
300 Block of Edinburgh  Street,San Francisco,CA,94112,11/30/1999,Excelsior,"(37.7235354634903, -122.430183372)"
0 Block of Arbor  Street,San Francisco,CA,94131,11/30/1999,Glen Park,"(37.7377500636591, -122.435429377203)"
0 Block of Hahn   St.,San Francisco,CA,94134,11/30/1999,Visitacion Valley,"(37.7140169459888, -122.414991090541)"
1200 Block of Potrero,San Francisco,CA,94110,11/30/1999,Mission,"(37.7523690975042, -122.406208830031)"
800 Block of Goettingen,San Francisco,CA,94134,11/29/1999,Portola,"(37.7214327217175, -122.404226005383)"
3600 Block of Folsom  St.,San Francisco,CA,94110,11/29/1999,Bernal Heights,"(37.740876861061, -122.413190763287)"
1300 Block of Vallejo  St.,San Francisco,CA,94109,11/24/1999,Russian Hill,"(37.7971151578917, -122.419894323283)"
0 Block of Turk   St.,San Francisco,CA,94102,11/24/1999,Tenderloin,"(37.7833862380431, -122.409853730443)"
100 Block of Naples  St.,San Francisco,CA,94112,11/24/1999,Excelsior,"(37.7262697473206, -122.427034755463)"
3900 Block of 26th  St.,San Francisco,CA,94110,11/24/1999,Noe Valley,"(37.7484838218441, -122.428239848114)"
200 Block of 5th  Ave.,San Francisco,CA,94103,11/24/1999,Inner Richmond,"(37.7839194184661, -122.463485942155)"
